NU_EQUIP_MULTIMIDIA;TX_RESP_Q004_H;TX_RESP_Q022_C;TX_RESP_Q023_C;TX_RESP_Q043_A
0.0;0.45161290322580644;0.6333333333333333;0.4230769230769231;0.6377952755905512
0.25;0.1935483870967742;0.3333333333333333;0.47435897435897434;0.4173228346456693
0.125;0.06451612903225806;0.16666666666666666;0.11538461538461538;0.22834645669291337
0.0625;0.0;0.16666666666666666;0.0641025641025641;0.14960629921259844
0.75;1.0;0.4666666666666667;0.641025641025641;1.0
0.0625;0.0967741935483871;0.16666666666666666;0.20512820512820512;0.3937007874015748
0.25;0.0;0.23333333333333334;0.23076923076923075;0.2204724409448819
0.1875;0.5161290322580645;0.36666666666666664;0.358974358974359;0.5511811023622047
0.125;0.22580645161290322;0.3;0.2564102564102564;0.5039370078740157
0.125;0.03225806451612903;0.03333333333333333;0.0641025641025641;0.14173228346456695
0.0625;0.06451612903225806;0.1;0.11538461538461538;0.28346456692913385
0.125;0.0;0.13333333333333333;0.11538461538461538;0.15748031496062992
0.125;0.03225806451612903;0.16666666666666666;0.47435897435897434;0.4881889763779528
0.625;0.12903225806451613;0.4;0.6025641025641025;0.5590551181102362
0.125;0.0967741935483871;0.4;0.6282051282051282;0.44881889763779526
0.1875;0.0967741935483871;0.16666666666666666;0.1794871794871795;0.14960629921259844
0.0625;0.29032258064516125;0.13333333333333333;0.3846153846153846;0.47244094488188976
0.0;0.0967741935483871;0.03333333333333333;0.1794871794871795;0.07874015748031496
0.125;0.06451612903225806;0.03333333333333333;0.07692307692307693;0.11811023622047244
0.0;0.0;0.2;0.1923076923076923;0.1889763779527559
0.1875;0.12903225806451613;0.26666666666666666;0.3846153846153846;0.20472440944881892
0.0625;0.0967741935483871;0.06666666666666667;0.2948717948717949;0.2125984251968504
0.3125;0.22580645161290322;0.06666666666666667;0.3205128205128205;0.14173228346456695
0.1875;0.12903225806451613;0.13333333333333333;0.20512820512820512;0.25196850393700787
0.125;0.0967741935483871;0.03333333333333333;0.1794871794871795;0.25984251968503935
0.0625;0.5806451612903225;0.4;0.7051282051282051;0.5511811023622047
0.1875;0.22580645161290322;0.16666666666666666;0.3205128205128205;0.18110236220472442
0.1875;0.3548387096774194;0.03333333333333333;0.3333333333333333;0.25984251968503935
0.0625;0.06451612903225806;0.13333333333333333;0.1282051282051282;0.03937007874015748
0.125;0.22580645161290322;0.03333333333333333;0.2692307692307692;0.1889763779527559
0.1875;0.4838709677419355;0.13333333333333333;0.11538461538461538;0.17322834645669294
0.125;0.29032258064516125;0.6333333333333333;0.6025641025641025;0.4015748031496063
0.0;0.3225806451612903;0.6666666666666666;0.6923076923076923;0.5826771653543307
0.0;0.0;0.36666666666666664;0.47435897435897434;0.08661417322834646
0.0625;0.3870967741935484;0.23333333333333334;0.48717948717948717;0.33858267716535434
0.0;0.3870967741935484;0.3333333333333333;0.28205128205128205;0.2440944881889764
0.1875;0.1935483870967742;0.26666666666666666;0.4487179487179487;0.2125984251968504
0.0;0.22580645161290322;0.03333333333333333;0.10256410256410256;0.14173228346456695
0.1875;0.22580645161290322;0.1;0.2564102564102564;0.2755905511811024
0.125;0.6129032258064516;0.36666666666666664;0.3846153846153846;0.18110236220472442
0.0;0.0967741935483871;0.2;0.16666666666666666;0.11811023622047244
0.125;0.12903225806451613;0.13333333333333333;0.15384615384615385;0.2362204724409449
0.0;0.4193548387096774;0.36666666666666664;0.7948717948717948;0.4094488188976378
0.125;0.22580645161290322;0.16666666666666666;0.14102564102564102;0.2204724409448819
0.125;0.45161290322580644;0.16666666666666666;0.2692307692307692;0.35433070866141736
0.25;0.16129032258064516;0.16666666666666666;0.24358974358974358;0.3464566929133858
0.1875;0.12903225806451613;0.2;0.16666666666666666;0.33858267716535434
0.125;0.12903225806451613;0.5333333333333333;0.3717948717948718;0.33070866141732286
0.0;0.12903225806451613;0.16666666666666666;0.2948717948717949;0.4015748031496063
0.125;0.06451612903225806;0.0;0.0641025641025641;0.09448818897637795
0.125;0.22580645161290322;0.0;0.038461538461538464;0.10236220472440945
0.0625;0.3870967741935484;0.13333333333333333;0.24358974358974358;0.25984251968503935
0.125;0.0;0.1;0.02564102564102564;0.03937007874015748
0.4375;0.16129032258064516;0.0;0.21794871794871795;0.07086614173228346
0.0;0.6129032258064516;0.36666666666666664;0.47435897435897434;0.5905511811023623
0.125;0.0;0.03333333333333333;0.1794871794871795;0.10236220472440945
0.125;0.29032258064516125;0.13333333333333333;0.1923076923076923;0.2755905511811024
0.25;0.4838709677419355;0.13333333333333333;0.11538461538461538;0.2677165354330709
0.1875;0.3870967741935484;0.0;0.08974358974358974;0.07086614173228346
0.1875;0.06451612903225806;0.1;0.20512820512820512;0.17322834645669294
0.0;0.12903225806451613;0.1;0.08974358974358974;0.11023622047244094
0.0;0.06451612903225806;0.13333333333333333;0.24358974358974358;0.18110236220472442
0.3125;0.03225806451612903;0.1;0.2692307692307692;0.07874015748031496
0.25;0.12903225806451613;0.16666666666666666;0.2564102564102564;0.19685039370078738
0.625;0.29032258064516125;0.23333333333333334;0.4358974358974359;0.3700787401574803
0.0;0.03225806451612903;0.0;0.01282051282051282;0.08661417322834646
0.125;0.1935483870967742;0.4;0.3205128205128205;0.4251968503937008
0.0;0.0967741935483871;0.3333333333333333;0.20512820512820512;0.12598425196850394
0.3125;0.22580645161290322;0.16666666666666666;0.24358974358974358;0.25196850393700787
0.125;0.22580645161290322;0.0;0.07692307692307693;0.08661417322834646
0.125;0.29032258064516125;0.3333333333333333;0.2948717948717949;0.2362204724409449
0.0;0.1935483870967742;0.16666666666666666;0.1282051282051282;0.2755905511811024
0.1875;0.29032258064516125;0.2;0.2692307692307692;0.20472440944881892
0.25;0.06451612903225806;0.06666666666666667;0.14102564102564102;0.14173228346456695
0.125;0.1935483870967742;0.1;0.14102564102564102;0.28346456692913385
0.0625;0.4838709677419355;0.7;0.6025641025641025;0.6771653543307087
0.1875;0.1935483870967742;0.06666666666666667;0.24358974358974358;0.13385826771653542
0.5625;0.03225806451612903;0.4666666666666667;1.0;0.2204724409448819
0.125;0.0;0.36666666666666664;0.2948717948717949;0.09448818897637795
0.0625;0.45161290322580644;0.1;0.1794871794871795;0.18110236220472442
0.0;0.3225806451612903;0.1;0.1923076923076923;0.14173228346456695
0.125;0.6451612903225806;0.16666666666666666;0.1794871794871795;0.11811023622047244
0.0;0.29032258064516125;0.06666666666666667;0.05128205128205128;0.11023622047244094
0.0625;0.0;0.13333333333333333;0.0641025641025641;0.03937007874015748
0.0;0.1935483870967742;0.03333333333333333;0.0641025641025641;0.023622047244094488
0.0625;0.3548387096774194;0.13333333333333333;0.15384615384615385;0.12598425196850394
0.0;0.06451612903225806;0.23333333333333334;0.23076923076923075;0.09448818897637795
0.125;0.03225806451612903;0.0;0.07692307692307693;0.031496062992125984
0.0;0.45161290322580644;0.3;0.3333333333333333;0.11811023622047244
0.0625;0.0967741935483871;0.03333333333333333;0.08974358974358974;0.05511811023622047
0.0;0.0;0.4666666666666667;0.4487179487179487;0.031496062992125984
0.0;0.6774193548387096;0.06666666666666667;0.3205128205128205;0.1889763779527559
0.0;0.3548387096774194;0.1;0.14102564102564102;0.09448818897637795
0.1875;0.29032258064516125;0.13333333333333333;0.28205128205128205;0.07874015748031496
0.0625;0.12903225806451613;0.06666666666666667;0.14102564102564102;0.05511811023622047
0.0625;0.0;0.1;0.16666666666666666;0.03937007874015748
0.125;0.16129032258064516;0.13333333333333333;0.24358974358974358;0.13385826771653542
0.125;0.0;0.13333333333333333;0.14102564102564102;0.023622047244094488
0.125;0.12903225806451613;0.1;0.08974358974358974;0.015748031496062992
0.0625;0.6774193548387096;0.26666666666666666;0.2692307692307692;0.2125984251968504
0.125;0.5806451612903225;0.06666666666666667;0.16666666666666666;0.2204724409448819
0.25;0.12903225806451613;0.23333333333333334;0.2692307692307692;0.17322834645669294
0.25;0.0;0.16666666666666666;0.1282051282051282;0.06299212598425197
0.125;0.06451612903225806;0.23333333333333334;0.15384615384615385;0.12598425196850394
0.0;0.0;0.03333333333333333;0.16666666666666666;0.007874015748031496
0.0625;0.3870967741935484;0.26666666666666666;0.23076923076923075;0.12598425196850394
0.125;0.29032258064516125;0.23333333333333334;0.23076923076923075;0.1653543307086614
0.0;0.22580645161290322;0.5;0.7948717948717948;0.1889763779527559
0.0;0.25806451612903225;0.1;0.16666666666666666;0.14960629921259844
0.125;0.3225806451612903;0.06666666666666667;0.1923076923076923;0.14173228346456695
0.0;0.0967741935483871;0.16666666666666666;0.1923076923076923;0.13385826771653542
0.3125;0.45161290322580644;0.13333333333333333;0.3205128205128205;0.18110236220472442
0.0625;0.0;0.06666666666666667;0.02564102564102564;0.031496062992125984
0.0;0.22580645161290322;0.1;0.05128205128205128;0.015748031496062992
0.0625;0.16129032258064516;0.13333333333333333;0.10256410256410256;0.11811023622047244
0.1875;0.0;0.1;0.10256410256410256;0.007874015748031496
0.0625;0.22580645161290322;0.5;0.23076923076923075;0.15748031496062992
0.1875;0.4193548387096774;0.16666666666666666;0.3076923076923077;0.1653543307086614
0.1875;0.16129032258064516;0.13333333333333333;0.16666666666666666;0.22834645669291337
0.125;0.06451612903225806;0.03333333333333333;0.038461538461538464;0.015748031496062992
0.0625;0.0;0.06666666666666667;0.11538461538461538;0.08661417322834646
0.0625;0.5483870967741935;0.06666666666666667;0.2692307692307692;0.2440944881889764
0.1875;0.16129032258064516;0.4;0.34615384615384615;0.08661417322834646
0.0625;0.0;0.06666666666666667;0.10256410256410256;0.03937007874015748
0.0;0.0;0.03333333333333333;0.1282051282051282;0.023622047244094488
0.0;0.0967741935483871;0.06666666666666667;0.038461538461538464;0.031496062992125984
0.25;0.5806451612903225;0.3;0.4487179487179487;0.30708661417322836
0.3125;0.3548387096774194;0.1;0.2692307692307692;0.12598425196850394
0.0625;0.29032258064516125;0.26666666666666666;0.21794871794871795;0.13385826771653542
0.0;0.3548387096774194;0.26666666666666666;0.2948717948717949;0.2913385826771654
0.1875;0.03225806451612903;0.5333333333333333;0.4487179487179487;0.1889763779527559
0.0;0.06451612903225806;0.0;0.10256410256410256;0.03937007874015748
0.0;0.0;0.06666666666666667;0.0641025641025641;0.047244094488188976
0.25;0.25806451612903225;0.16666666666666666;0.47435897435897434;0.25196850393700787
0.0625;0.967741935483871;0.3333333333333333;0.5;0.33858267716535434
0.4375;0.0;0.5;0.3076923076923077;0.07874015748031496
0.0625;0.4838709677419355;0.1;0.2692307692307692;0.18110236220472442
0.1875;0.3225806451612903;0.06666666666666667;0.14102564102564102;0.14173228346456695
0.25;0.03225806451612903;0.03333333333333333;0.07692307692307693;0.07874015748031496
0.0625;0.06451612903225806;0.03333333333333333;0.02564102564102564;0.047244094488188976
0.0625;0.16129032258064516;0.06666666666666667;0.08974358974358974;0.047244094488188976
0.0;0.0;0.03333333333333333;0.08974358974358974;0.06299212598425197
0.0625;0.0;0.16666666666666666;0.16666666666666666;0.015748031496062992
0.0;0.3870967741935484;0.23333333333333334;0.3974358974358974;0.15748031496062992
0.125;0.25806451612903225;0.16666666666666666;0.20512820512820512;0.1889763779527559
0.0625;0.3225806451612903;0.06666666666666667;0.21794871794871795;0.09448818897637795
0.125;0.03225806451612903;0.06666666666666667;0.0641025641025641;0.023622047244094488
0.125;0.12903225806451613;0.1;0.24358974358974358;0.12598425196850394
0.1875;0.0;0.1;0.1923076923076923;0.11811023622047244
0.1875;0.6774193548387096;0.1;0.2948717948717949;0.2992125984251969
0.125;0.7419354838709677;0.0;0.2564102564102564;0.2125984251968504
0.0625;0.6129032258064516;0.6333333333333333;0.6538461538461539;0.2440944881889764
0.0625;0.0;0.03333333333333333;0.07692307692307693;0.015748031496062992
0.125;0.5483870967741935;0.2;0.24358974358974358;0.2440944881889764
0.0625;0.6129032258064516;0.16666666666666666;0.4358974358974359;0.15748031496062992
0.1875;0.22580645161290322;0.3;0.41025641025641024;0.08661417322834646
0.0625;0.06451612903225806;0.1;0.038461538461538464;0.007874015748031496
0.125;0.22580645161290322;0.3;0.3846153846153846;0.18110236220472442
0.0;0.16129032258064516;0.26666666666666666;0.2948717948717949;0.1653543307086614
0.0625;0.03225806451612903;0.0;0.0641025641025641;0.015748031496062992
0.125;0.5483870967741935;0.4;0.3974358974358974;0.2125984251968504
0.0625;0.3225806451612903;0.23333333333333334;0.24358974358974358;0.09448818897637795
0.1875;0.1935483870967742;0.3;0.3717948717948718;0.17322834645669294
0.0625;0.0967741935483871;0.26666666666666666;0.28205128205128205;0.14173228346456695
0.25;0.06451612903225806;0.1;0.01282051282051282;0.015748031496062992
0.1875;0.3870967741935484;0.2;0.23076923076923075;0.13385826771653542
0.0625;0.06451612903225806;0.13333333333333333;0.08974358974358974;0.09448818897637795
0.0625;0.8709677419354839;0.3333333333333333;0.5897435897435898;0.3700787401574803
0.0;0.16129032258064516;0.3333333333333333;0.23076923076923075;0.1653543307086614
0.5625;0.03225806451612903;0.1;0.10256410256410256;0.05511811023622047
0.0;0.3225806451612903;0.06666666666666667;0.21794871794871795;0.14173228346456695
0.1875;0.3225806451612903;0.16666666666666666;0.3333333333333333;0.11023622047244094
0.1875;0.0;0.5;0.6538461538461539;0.1653543307086614
0.0625;0.25806451612903225;0.3;0.48717948717948717;0.11811023622047244
0.125;0.12903225806451613;0.03333333333333333;0.14102564102564102;0.11811023622047244
0.125;0.25806451612903225;0.16666666666666666;0.14102564102564102;0.17322834645669294
0.125;0.5161290322580645;0.3;0.4230769230769231;0.17322834645669294
0.375;0.0;0.16666666666666666;0.16666666666666666;0.007874015748031496
0.0625;0.5161290322580645;0.3;0.3717948717948718;0.15748031496062992
0.1875;0.0;0.1;0.05128205128205128;0.0
0.125;0.5806451612903225;0.43333333333333335;0.48717948717948717;0.2913385826771654
0.25;0.3870967741935484;0.2;0.2564102564102564;0.1653543307086614
0.0;0.5161290322580645;0.2;0.11538461538461538;0.14173228346456695
0.25;0.1935483870967742;0.5333333333333333;0.8589743589743589;0.28346456692913385
0.0;0.3225806451612903;0.3;0.4615384615384615;0.30708661417322836
0.125;0.0;0.06666666666666667;0.07692307692307693;0.015748031496062992
0.3125;0.22580645161290322;0.06666666666666667;0.14102564102564102;0.08661417322834646
0.0;0.0967741935483871;0.2;0.1282051282051282;0.12598425196850394
0.0625;0.0;0.06666666666666667;0.10256410256410256;0.007874015748031496
0.4375;0.3548387096774194;0.26666666666666666;0.2692307692307692;0.1653543307086614
0.0625;0.6129032258064516;0.1;0.0641025641025641;0.14960629921259844
0.0625;0.29032258064516125;0.1;0.15384615384615385;0.15748031496062992
0.0625;0.4193548387096774;0.36666666666666664;0.24358974358974358;0.2362204724409449
0.0625;0.0;0.1;0.08974358974358974;0.023622047244094488
0.125;0.0;0.16666666666666666;0.1282051282051282;0.031496062992125984
0.125;0.22580645161290322;0.03333333333333333;0.08974358974358974;0.05511811023622047
0.25;0.5806451612903225;0.3;0.5384615384615384;0.19685039370078738
0.25;0.12903225806451613;0.13333333333333333;0.2692307692307692;0.14960629921259844
0.25;0.16129032258064516;0.23333333333333334;0.3717948717948718;0.5433070866141733
0.0625;0.03225806451612903;0.2;0.15384615384615385;0.33858267716535434
0.125;0.0967741935483871;0.2;0.15384615384615385;0.1889763779527559
0.1875;0.4193548387096774;0.3333333333333333;0.3974358974358974;0.8582677165354331
0.0625;0.22580645161290322;0.16666666666666666;0.01282051282051282;0.25196850393700787
0.0625;0.12903225806451613;0.1;0.16666666666666666;0.11023622047244094
0.25;0.0967741935483871;0.1;0.28205128205128205;0.11811023622047244
0.125;0.22580645161290322;0.16666666666666666;0.1794871794871795;0.2125984251968504
0.3125;0.16129032258064516;0.26666666666666666;0.4358974358974359;0.3937007874015748
0.125;0.22580645161290322;0.4666666666666667;0.4615384615384615;0.2440944881889764
0.0625;0.03225806451612903;0.13333333333333333;0.10256410256410256;0.15748031496062992
0.0;0.3225806451612903;0.03333333333333333;0.21794871794871795;0.2125984251968504
0.1875;0.4838709677419355;1.0;0.8461538461538461;0.6535433070866141
0.0;0.16129032258064516;0.36666666666666664;0.3717948717948718;0.4173228346456693
0.125;0.12903225806451613;0.1;0.2948717948717949;0.25984251968503935
0.0;0.3225806451612903;0.1;0.2692307692307692;0.25984251968503935
0.0;0.16129032258064516;0.06666666666666667;0.1794871794871795;0.20472440944881892
0.25;0.0967741935483871;0.3;0.21794871794871795;0.2204724409448819
0.0;0.29032258064516125;0.3;0.28205128205128205;0.1889763779527559
0.0625;0.06451612903225806;0.16666666666666666;0.3846153846153846;0.47244094488188976
0.0625;0.1935483870967742;0.1;0.2948717948717949;0.3858267716535433
0.0625;0.03225806451612903;0.1;0.28205128205128205;0.2362204724409449
0.0625;0.25806451612903225;0.16666666666666666;0.16666666666666666;0.2440944881889764
0.0625;0.06451612903225806;0.1;0.15384615384615385;0.07086614173228346
0.0625;0.06451612903225806;0.16666666666666666;0.11538461538461538;0.25196850393700787
0.125;0.16129032258064516;0.43333333333333335;0.6666666666666666;0.2992125984251969
0.125;0.0;0.13333333333333333;0.07692307692307693;0.03937007874015748
0.1875;0.22580645161290322;0.3;0.20512820512820512;0.49606299212598426
0.125;0.3548387096774194;0.36666666666666664;0.07692307692307693;0.2125984251968504
0.0625;0.1935483870967742;0.16666666666666666;0.23076923076923075;0.30708661417322836
0.1875;0.45161290322580644;0.1;0.21794871794871795;0.18110236220472442
0.125;0.12903225806451613;0.16666666666666666;0.10256410256410256;0.09448818897637795
0.1875;0.12903225806451613;0.06666666666666667;0.24358974358974358;0.14960629921259844
0.0;0.0967741935483871;0.0;0.11538461538461538;0.06299212598425197
0.1875;0.12903225806451613;0.06666666666666667;0.10256410256410256;0.14173228346456695
0.1875;0.6451612903225806;0.2;0.24358974358974358;0.6062992125984252
0.0625;0.1935483870967742;0.06666666666666667;0.24358974358974358;0.36220472440944884
0.0625;0.03225806451612903;0.1;0.11538461538461538;0.10236220472440945
0.5;0.06451612903225806;0.3;0.23076923076923075;0.30708661417322836
0.0;0.12903225806451613;0.2;0.2948717948717949;0.3937007874015748
0.0625;0.12903225806451613;0.0;0.038461538461538464;0.14173228346456695
0.0625;0.03225806451612903;0.2;0.08974358974358974;0.2362204724409449
0.1875;0.16129032258064516;0.06666666666666667;0.15384615384615385;0.11811023622047244
0.0625;0.0;0.1;0.07692307692307693;0.07874015748031496
0.0;0.6774193548387096;0.4;0.47435897435897434;0.33858267716535434
0.0625;0.03225806451612903;0.13333333333333333;0.1282051282051282;0.06299212598425197
0.125;0.3225806451612903;0.16666666666666666;0.28205128205128205;0.5669291338582677
0.0;0.22580645161290322;0.3;0.4615384615384615;0.5669291338582677
0.25;0.0967741935483871;0.16666666666666666;0.4230769230769231;0.2362204724409449
0.0;0.0967741935483871;0.4666666666666667;0.6153846153846154;0.7716535433070866
0.125;0.06451612903225806;0.9666666666666667;0.7051282051282051;0.937007874015748
0.0;0.0;0.43333333333333335;0.47435897435897434;0.4409448818897638
0.125;0.06451612903225806;0.23333333333333334;0.5;0.6771653543307087
0.0;0.03225806451612903;0.1;0.2692307692307692;0.3779527559055118
0.0625;0.12903225806451613;0.2;0.4487179487179487;0.4173228346456693
0.0625;0.06451612903225806;0.03333333333333333;0.01282051282051282;0.03937007874015748
0.0;0.12903225806451613;0.1;0.10256410256410256;0.11811023622047244
0.125;0.12903225806451613;0.2;0.358974358974359;0.36220472440944884
0.0625;0.03225806451612903;0.06666666666666667;0.05128205128205128;0.015748031496062992
0.25;0.03225806451612903;0.1;0.3205128205128205;0.2913385826771654
0.0625;0.0967741935483871;0.03333333333333333;0.0;0.047244094488188976
0.125;0.06451612903225806;0.13333333333333333;0.28205128205128205;0.2125984251968504
0.0625;0.03225806451612903;0.1;0.23076923076923075;0.17322834645669294
0.0;0.03225806451612903;0.06666666666666667;0.0641025641025641;0.1653543307086614
0.0;0.0967741935483871;0.1;0.16666666666666666;0.1653543307086614
0.0625;0.25806451612903225;0.43333333333333335;0.3974358974358974;0.5433070866141733
0.25;0.06451612903225806;0.4;0.21794871794871795;0.31496062992125984
0.125;0.06451612903225806;0.03333333333333333;0.07692307692307693;0.10236220472440945
0.0625;0.06451612903225806;0.43333333333333335;0.14102564102564102;0.19685039370078738
0.125;0.06451612903225806;0.16666666666666666;0.1282051282051282;0.2125984251968504
0.1875;0.1935483870967742;0.36666666666666664;0.2564102564102564;0.2992125984251969
0.0;0.03225806451612903;0.2;0.10256410256410256;0.11811023622047244
0.0;0.3225806451612903;0.06666666666666667;0.24358974358974358;0.33858267716535434
0.125;0.06451612903225806;0.06666666666666667;0.07692307692307693;0.19685039370078738
0.125;0.45161290322580644;0.16666666666666666;0.11538461538461538;0.4173228346456693
0.25;0.03225806451612903;0.03333333333333333;0.07692307692307693;0.09448818897637795
0.1875;0.03225806451612903;0.43333333333333335;0.3846153846153846;0.30708661417322836
1.0;0.45161290322580644;0.4;0.9743589743589743;0.8110236220472441
0.0625;0.06451612903225806;0.1;0.3974358974358974;0.1653543307086614
0.0625;0.16129032258064516;0.03333333333333333;0.1794871794871795;0.19685039370078738
0.0;0.16129032258064516;0.3333333333333333;0.20512820512820512;0.1889763779527559
0.0;0.0;0.0;0.15384615384615385;0.08661417322834646
0.125;0.6774193548387096;0.1;0.24358974358974358;0.33858267716535434
0.4375;0.03225806451612903;0.5666666666666667;0.5769230769230769;0.25196850393700787
0.125;0.4838709677419355;0.43333333333333335;0.4487179487179487;0.5196850393700787
0.125;0.3870967741935484;0.03333333333333333;0.358974358974359;0.3464566929133858
0.125;0.4838709677419355;0.13333333333333333;0.4615384615384615;0.47244094488188976
0.1875;0.0967741935483871;0.13333333333333333;0.24358974358974358;0.15748031496062992
0.0625;0.0;0.13333333333333333;0.10256410256410256;0.14960629921259844
0.1875;0.0967741935483871;0.1;0.0641025641025641;0.05511811023622047
0.0;0.4838709677419355;0.1;0.10256410256410256;0.31496062992125984
0.0625;0.4193548387096774;0.0;0.2564102564102564;0.3937007874015748
0.0;0.03225806451612903;0.13333333333333333;0.4358974358974359;0.1889763779527559
0.1875;0.3870967741935484;0.36666666666666664;0.5128205128205128;0.22834645669291337
0.25;0.3225806451612903;0.2;0.24358974358974358;0.33070866141732286
0.125;0.0967741935483871;0.13333333333333333;0.05128205128205128;0.03937007874015748
0.0;0.22580645161290322;0.3;0.2948717948717949;0.20472440944881892
0.0625;0.29032258064516125;0.16666666666666666;0.1794871794871795;0.17322834645669294
0.125;0.12903225806451613;0.1;0.14102564102564102;0.2362204724409449
0.0;0.1935483870967742;0.1;0.15384615384615385;0.14960629921259844
0.125;0.16129032258064516;0.26666666666666666;0.2692307692307692;0.20472440944881892
0.375;0.5161290322580645;0.3;0.5128205128205128;0.5433070866141733
0.125;0.3870967741935484;0.4;0.3717948717948718;0.5433070866141733
0.3125;0.03225806451612903;0.3333333333333333;0.24358974358974358;0.2362204724409449
0.125;0.03225806451612903;0.06666666666666667;0.20512820512820512;0.14960629921259844
0.25;0.0;0.5333333333333333;0.4230769230769231;0.2125984251968504
0.0;0.45161290322580644;0.3333333333333333;0.2948717948717949;0.2440944881889764
0.125;0.0;0.0;0.02564102564102564;0.015748031496062992
0.0;0.4193548387096774;0.3;0.5641025641025641;0.4173228346456693
0.0625;0.29032258064516125;0.23333333333333334;0.11538461538461538;0.2992125984251969
0.1875;0.0967741935483871;0.2;0.21794871794871795;0.14173228346456695
0.1875;0.0;0.2;0.14102564102564102;0.17322834645669294
0.0625;0.03225806451612903;0.13333333333333333;0.038461538461538464;0.047244094488188976
